time,step,rf_power,esc_inner_temp,esc_outer_temp,wall_temp,rf_ref_power
10:19:00,1,12,280,282.69,78.56,2
10:19:02,1,15,280,282.69,78.56,2
10:19:04,1,61.96,280,282.69,78.56,2
10:19:06,1,61.96,280,282.69,78.56,2
10:19:08,1,61.96,280,282.69,78.56,2
10:19:10,1,61.96,280,282.69,78.56,2
10:19:12,1,61.96,280,282.69,78.56,2
10:19:14,1,61.96,280,282.69,78.56,2
10:19:16,1,220,280,282.69,78.56,2
10:19:18,2,74.76,345.73,261.02,66.7,2
10:19:20,2,74.76,345.73,261.02,66.7,2
10:19:22,2,74.76,345.73,261.02,66.7,2
10:19:24,2,74.76,345.73,261.02,66.7,2
10:19:26,2,74.76,345.73,261.02,66.7,2
10:19:28,2,74.76,345.73,261.02,66.7,2
10:19:30,2,74.76,345.73,261.02,66.7,2
10:19:32,2,74.76,345.73,261.02,66.7,2
10:19:34,2,74.76,345.73,261.02,66.7,2
10:19:36,2,74.76,345.73,261.02,66.7,2
10:19:38,3,12,280,282.69,78.56,2
10:19:40,3,15,280,282.69,78.56,2
10:19:42,3,61.96,280,282.69,78.56,2
10:19:44,3,61.96,280,282.69,78.56,2
10:19:46,3,61.96,280,282.69,78.56,2
10:19:48,3,61.96,280,282.69,78.56,2
10:19:50,3,61.96,280,282.69,78.56,2
10:19:52,3,61.96,280,282.69,78.56,2
10:19:54,3,220,280,282.69,78.56,2
10:19:56,4,74.76,345.73,261.02,66.7,2
10:19:58,4,74.76,345.73,261.02,66.7,2
10:20:00,4,74.76,345.73,261.02,66.7,2
10:20:02,4,74.76,345.73,261.02,66.7,2
10:20:04,4,74.76,345.73,261.02,66.7,2
10:20:06,4,74.76,345.73,261.02,66.7,2
10:20:08,4,74.76,345.73,261.02,66.7,2
10:20:10,4,74.76,345.73,261.02,66.7,2
10:20:12,4,74.76,345.73,261.02,66.7,2
10:20:14,4,74.76,345.73,261.02,66.7,2
10:20:16,4,12,280,282.69,78.56,2
10:20:18,4,15,280,282.69,78.56,2
10:20:20,4,61.96,280,282.69,78.56,2
10:20:22,4,61.96,280,282.69,78.56,2
10:20:24,5,61.96,280,282.69,78.56,2
10:20:26,5,61.96,280,282.69,78.56,2
10:20:28,5,61.96,280,282.69,78.56,2
10:20:30,5,61.96,280,282.69,78.56,2
10:20:32,5,220,280,282.69,78.56,2
10:20:34,5,74.76,345.73,261.02,66.7,2
10:20:36,5,74.76,345.73,261.02,66.7,2
10:20:38,5,74.76,345.73,261.02,66.7,2
10:20:40,5,74.76,345.73,261.02,66.7,2
10:20:42,5,74.76,345.73,261.02,66.7,2
10:20:44,5,74.76,345.73,261.02,66.7,2
10:20:46,5,74.76,345.73,261.02,66.7,2
10:20:48,5,74.76,345.73,261.02,66.7,2
10:20:50,5,74.76,345.73,261.02,66.7,2
10:20:52,5,74.76,345.73,261.02,66.7,2
10:20:54,6,12,280,282.69,78.56,2
10:20:56,6,15,280,282.69,78.56,2
10:20:58,6,61.96,280,282.69,78.56,2
10:21:00,6,61.96,280,282.69,78.56,2
10:21:02,6,61.96,280,282.69,78.56,2
10:21:04,6,61.96,280,282.69,78.56,2
10:21:06,6,61.96,280,282.69,78.56,2
10:21:08,6,61.96,280,282.69,78.56,2
10:21:10,6,220,280,282.69,78.56,2
10:21:12,7,74.76,345.73,261.02,66.7,2
10:21:14,7,74.76,345.73,261.02,66.7,2
10:21:16,7,74.76,345.73,261.02,66.7,2
10:21:18,7,74.76,345.73,261.02,66.7,2
10:21:20,7,74.76,345.73,261.02,66.7,2
10:21:22,7,74.76,345.73,261.02,66.7,2
10:21:24,7,74.76,345.73,261.02,66.7,2
10:21:26,7,74.76,345.73,261.02,66.7,2
10:21:28,7,74.76,345.73,261.02,66.7,2
10:21:30,7,74.76,345.73,261.02,66.7,2
10:21:32,8,12,280,282.69,78.56,2
10:21:34,8,15,280,282.69,78.56,2
10:21:36,8,61.96,280,282.69,78.56,2
10:21:38,8,61.96,280,282.69,78.56,2
10:21:40,8,61.96,280,282.69,78.56,2
10:21:42,8,61.96,280,282.69,78.56,2
10:21:44,8,61.96,280,282.69,78.56,2
10:21:46,8,61.96,280,282.69,78.56,2
10:21:48,8,220,280,282.69,78.56,2
10:21:50,9,74.76,345.73,261.02,66.7,2
10:21:52,9,74.76,345.73,261.02,66.7,2
10:21:54,9,74.76,345.73,261.02,66.7,2
10:21:56,9,74.76,345.73,261.02,66.7,2
10:21:58,9,74.76,345.73,261.02,66.7,2
10:22:00,9,74.76,345.73,261.02,66.7,2
10:22:02,9,74.76,345.73,261.02,66.7,2
10:22:04,9,74.76,345.73,261.02,66.7,2
10:22:06,9,74.76,345.73,261.02,66.7,2
10:22:08,9,74.76,345.73,261.02,66.7,2
10:22:10,10,12,280,282.69,78.56,2
10:22:12,10,15,280,282.69,78.56,2
10:22:14,10,61.96,280,282.69,78.56,2
10:22:16,10,61.96,280,282.69,78.56,2
10:22:18,10,61.96,280,282.69,78.56,2
10:22:20,10,61.96,280,282.69,78.56,2
10:22:22,10,61.96,280,282.69,78.56,2
10:22:24,10,61.96,280,282.69,78.56,2
10:22:26,10,220,280,282.69,78.56,2
10:22:28,11,74.76,345.73,261.02,66.7,2
10:22:30,11,74.76,345.73,261.02,66.7,2
10:22:32,11,74.76,345.73,261.02,66.7,2
10:22:34,11,74.76,345.73,261.02,66.7,2
10:22:36,11,74.76,345.73,261.02,66.7,2
10:22:38,11,74.76,345.73,261.02,66.7,2
10:22:40,11,74.76,345.73,261.02,66.7,2
10:22:42,11,74.76,345.73,261.02,66.7,2
10:22:44,11,74.76,345.73,261.02,66.7,2
10:22:46,11,74.76,345.73,261.02,66.7,2
10:22:48,12,12,280,282.69,78.56,2
10:22:50,12,15,280,282.69,78.56,2
10:22:52,12,61.96,280,282.69,78.56,2
10:22:54,12,61.96,280,282.69,78.56,2
10:22:56,12,61.96,280,282.69,78.56,2
10:22:58,12,61.96,280,282.69,78.56,2
10:23:00,12,61.96,280,282.69,78.56,2
10:23:02,12,61.96,280,282.69,78.56,2
10:23:04,12,220,280,282.69,78.56,2
